MU,2100402,Altamira do Maranhão (MA),8128,MA
MU,2100436,Alto Alegre do Maranhão (MA),27053,MA
MU,2100477,Alto Alegre do Pindaré (MA),31919,MA
MU,2100501,Alto Parnaíba (MA),11190,MA
MU,2100550,Amapá do Maranhão (MA),6962,MA
MU,2100600,Amarante do Maranhão (MA),41435,MA
MU,2100709,Anajatuba (MA),26803,MA
MU,2100808,Anapurus (MA),15732,MA
MU,2100832,Apicum-Açu (MA),17239,MA
MU,2100873,Araguanã (MA),15426,MA
MU,2100907,Araioses (MA),46440,MA
MU,2100956,Arame (MA),32701,MA
MU,2101004,Arari (MA),29848,MA
MU,2101103,Axixá (MA),12130,MA
MU,2101202,Bacabal (MA),104949,MA
MU,2101251,Bacabeira (MA),17055,MA
MU,2101301,Bacuri (MA),18582,MA
MU,2101350,Bacurituba (MA),5644,MA
MU,2101400,Balsas (MA),94887,MA
MU,2101509,Barão de Grajaú (MA),18820,MA
MU,2101608,Barra do Corda (MA),88212,MA
MU,2101707,Barreirinhas (MA),62528,MA
MU,2101731,Belágua (MA),7469,MA
MU,2101772,Bela Vista do Maranhão (MA),11209,MA
MU,2101806,Benedito Leite (MA),5632,MA
MU,2101905,Bequimão (MA),21280,MA
MU,2101939,Bernardo do Mearim (MA),6043,MA
MU,2101970,Boa Vista do Gurupi (MA),9287,MA
MU,2102002,Bom Jardim (MA),41630,MA
MU,2102036,Bom Jesus das Selvas (MA),34028,MA
MU,2102077,Bom Lugar (MA),16294,MA
MU,2102101,Brejo (MA),36397,MA
MU,2102150,Brejo de Areia (MA),9188,MA
MU,2102200,Buriti (MA),28678,MA
MU,2102309,Buriti Bravo (MA),23884,MA
MU,2102325,Buriticupu (MA),72358,MA
MU,2102358,Buritirana (MA),15430,MA
MU,2102374,Cachoeira Grande (MA),9431,MA
MU,2102408,Cajapió (MA),11177,MA
MU,2102507,Cajari (MA),19379,MA
MU,2102556,Campestre do Maranhão (MA),14374,MA
MU,2102606,Cândido Mendes (MA),20178,MA
MU,2102705,Cantanhede (MA),21995,MA
MU,2102754,Capinzal do Norte (MA),10934,MA
MU,2102804,Carolina (MA),24322,MA
MU,2102903,Carutapera (MA),23807,MA
MU,2103000,Caxias (MA),164880,MA
MU,2103109,Cedral (MA),10675,MA
MU,2103125,Central do Maranhão (MA),8673,MA
MU,2103158,Centro do Guilherme (MA),13458,MA
MU,2103174,Centro Novo do Maranhão (MA),21622,MA
MU,2103208,Chapadinha (MA),79675,MA
MU,2103257,Cidelândia (MA),14697,MA
MU,2103307,Codó (MA),122859,MA
MU,2103406,Coelho Neto (MA),49435,MA
MU,2103505,Colinas (MA),41178,MA
MU,2103554,Conceição do Lago-Açu (MA),16237,MA
MU,2103604,Coroatá (MA),65296,MA
MU,2103703,Cururupu (MA),32695,MA
MU,2103752,Davinópolis (MA),12908,MA
MU,2103802,Dom Pedro (MA),23350,MA
MU,2103901,Duque Bacelar (MA),11349,MA
MU,2104008,Esperantinópolis (MA),17241,MA
MU,2104057,Estreito (MA),41946,MA
MU,2104073,Feira Nova do Maranhão (MA),8504,MA
MU,2104081,Fernando Falcão (MA),10360,MA
MU,2104099,Formosa da Serra Negra (MA),19089,MA
MU,2104107,Fortaleza dos Nogueiras (MA),12631,MA
MU,2104206,Fortuna (MA),15552,MA
MU,2104305,Godofredo Viana (MA),11819,MA
MU,2104404,Gonçalves Dias (MA),17934,MA
MU,2104503,Governador Archer (MA),10840,MA
MU,2104552,Governador Edison Lobão (MA),18296,MA
MU,2104602,Governador Eugênio Barros (MA),16828,MA
MU,2104628,Governador Luiz Rocha (MA),7807,MA
MU,2104651,Governador Newton Bello (MA),10180,MA
MU,2104677,Governador Nunes Freire (MA),25577,MA
MU,2104701,Graça Aranha (MA),6262,MA
MU,2104800,Grajaú (MA),69527,MA
MU,2104909,Guimarães (MA),12030,MA
MU,2105005,Humberto de Campos (MA),28717,MA
MU,2105104,Icatu (MA),27113,MA
MU,2105153,Igarapé do Meio (MA),14177,MA
MU,2105203,Igarapé Grande (MA),11320,MA
MU,2105302,Imperatriz (MA),258682,MA
MU,2105351,Itaipava do Grajaú (MA),16057,MA
MU,2105401,Itapecuru Mirim (MA),68203,MA
MU,2105427,Itinga do Maranhão (MA),26000,MA
MU,2105450,Jatobá (MA),10153,MA
MU,2105476,Jenipapo dos Vieiras (MA),16515,MA
MU,2105500,João Lisboa (MA),23632,MA
MU,2105609,Joselândia (MA),16168,MA
MU,2105658,Junco do Maranhão (MA),3432,MA
MU,2105708,Lago da Pedra (MA),50266,MA
MU,2105807,Lago do Junco (MA),10840,MA
MU,2105906,Lago Verde (MA),16257,MA
MU,2105922,Lagoa do Mato (MA),11250,MA
MU,2105948,Lago dos Rodrigues (MA),8873,MA
MU,2105963,Lagoa Grande do Maranhão (MA),11394,MA
MU,2105989,Lajeado Novo (MA),7550,MA
MU,2106003,Lima Campos (MA),11893,MA
MU,2106102,Loreto (MA),12157,MA
MU,2106201,Luís Domingues (MA),6951,MA
MU,2106300,Magalhães de Almeida (MA),19826,MA
MU,2106326,Maracaçumé (MA),21395,MA
MU,2106359,Marajá do Sena (MA),7792,MA
MU,2106375,Maranhãozinho (MA),16265,MA
MU,2106409,Mata Roma (MA),16829,MA
MU,2106508,Matinha (MA),23370,MA
MU,2106607,Matões (MA),33782,MA
MU,2106631,Matões do Norte (MA),16745,MA
MU,2106672,Milagres do Maranhão (MA),8464,MA
MU,2106706,Mirador (MA),21015,MA
MU,2106755,Miranda do Norte (MA),28381,MA
MU,2106805,Mirinzal (MA),14962,MA
MU,2106904,Monção (MA),33434,MA
MU,2107001,Montes Altos (MA),9160,MA
MU,2107100,Morros (MA),19433,MA
MU,2107209,Nina Rodrigues (MA),14454,MA
MU,2107258,Nova Colinas (MA),5384,MA
MU,2107308,Nova Iorque (MA),4683,MA
MU,2107357,Nova Olinda do Maranhão (MA),20928,MA
MU,2107407,Olho d'Água das Cunhãs (MA),19505,MA
MU,2107456,Olinda Nova do Maranhão (MA),14701,MA
